id,text,parent,isLeaf,aggrlevel
"7929","7929 - Parts, n.e.s. (not including tyres, engines and electrical parts) of the aircraft falling within heading 792","792","1","4",
"792X","792X - Memorandum Item","792","0","4",
"792XX","792XX - Memorandum Item","792X","1","5",
"793","793 - Ships, boats (including hovercraft) and floating struc tures","79","0","3",
"7931","7931 - Warships of all kinds","793","1","4",
"7932","7932 - Ships, boats and other vessels (other than warships, tugs, special purpose vessels and vessels for breaking up)","793","0","4",
"79321","79321 - Yachts and other vessels for pleasure or sports","7932","1","5",
"79322","79322 - Tankers of all kinds","7932","1","5",
"79323","79323 - Other vessels for the transport of goods (including vessels for the transport of both passengers and goods)","7932","1","5",
"79324","79324 - Trawlers and other fishing vessels; factory ships and other ships used in activities directly connected with fishing operations","7932","1","5",
"79328","79328 - Ships, boats and other vessels, n.e.s.","7932","1","5",
"7932X","7932X - Memorandum Item","7932","1","5",
"7933","7933 - Ships, boats and other vessels for breaking up","793","1","4",
"7938","7938 - Tugs, special purpose vessels and floating structures","793","0","4",
"79381","79381 - Vessels specially designed for towing (tugs) or pushing other vessels","7938","1","5",
"79382","79382 - Light vessels, fire-floats, dredgers of all kinds, floating cranes, and other vessels the navigability of which is subsidiary to their main function; floating docks","7938","1","5",
"79383","79383 - Floating structures other than vessels (e.g., coffer-dams, landing stages, buoys and beacons)","7938","1","5",
"7938X","7938X - Memorandum Item","7938","1","5",
"793X","793X - Memorandum Item","793","0","4",
"793XX","793XX - Memorandum Item","793X","1","5",
"79X","79X - Memorandum Item","79","0","3",
"79XX","79XX - Memorandum Item","79X","0","4",
"79XXX","79XXX - Memorandum Item","79XX","1","5",
"7X","7X - Memorandum Item","7","0","2",
"7XX","7XX - Memorandum Item","7X","0","3",
"7XXX","7XXX - Memorandum Item","7XX","0","4",
"7XXXX","7XXXX - Memorandum Item","7XXX","1","5",
"8","8 - Miscellaneous manufactured articles","TOTAL","0","1",
"81","81 - Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s.","8","0","2",
"812","812 - Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s.","81","0","3",
"8121","8121 - Boilers (exeluding boilers of heading 711.1) and radiators, for central heating, not electrically heated, and parts thereof, n.e.s., of iron or steel; air heaters and hot air distributors (including those which can also distribute cool or conditioned air), not electrically heated, incorporating a motor-driven fan or blewer, and parts thereof, n.e.s., of iron or steel","812","1","4",
"8122","8122 - Sinks, wash basins, bidets, water closet pans, urinals, baths and like sanitary fixtures, of ceramic materials","812","1","4",
"8124","8124 - Lighting fixtures and fittings, lamps and lanterns, and parts thereof, n.e.s. (not including electrical parts)","812","0","4",
"81241","81241 - Illuminating glassware, signalling glassware and optical elements of glass, not optically worked nor of optical glass","8124","1","5",
"81242","81242 - Lamps and lighting fittings, of base metal, and parts thereof, n.e.s. of base metal (excluding switches, electric lamp holders, electric lamps for vehicles, electric battery or magneto lamps, and other articles falling within Section 7 except heading 778.86)","8124","1","5",
"81243","81243 - Portable electric battery and magneto lamps (other than lamps falling within heading 778.32)","8124","1","5",
"8124X","8124X - Memorandum Item","8124","1","5",
"812X","812X - Memorandum Item","812","0","4",
"812XX","812XX - Memorandum Item","812X","1","5",
"81X","81X - Memorandum Item","81","0","3",
"81XX","81XX - Memorandum Item","81X","0","4",
"81XXX","81XXX - Memorandum Item","81XX","1","5",
"82","82 - Furniture and parts thereof","8","0","2",
"821","821 - Furniture and parts thereof","82","0","3",
"8211","8211 - Chairs and other, seats (other than those falling within heading 821.21), whether or not convertible into beds; and parts thereof, n.e.s.","821","0","4",
"82111","82111 - Chairs and other seats (other than those falling within heading 821.21), whether or not convertible into beds","8211","1","5",
"82119","82119 - Parts, n.e.s. of chairs and other seats falling within heading 821.11","8211","1","5",
"8211X","8211X - Memorandum Item","8211","1","5",
"8212","8212 - Furniture designed for medical, surgical, dental or veterinary practice, and parts thereof, n.e.s.; mattresses, mattress supports and similar stuffed furnishings","821","0","4",
"82121","82121 - Medical, dental, surgical or veterinary furniture (e.g., operating tables, hospital beds with mechanical flttings); dentists' and similar chairs with mechanical elevating, rotating or reclining movements; parts of the foregoing articles, n.e.s.","8212","1","5",
"82122","82122 - Mattress supports; articles of bedding or similar furnishing fitted with springs or stuffed or internally fitted with any material or of expanded, foam or sponge rubber or expanded, foam or sponge artificlal plastic material, whether or not covered (e.g., mattresses, quilts, eiderdowns, cushions, pouffes and pillows)","8212","1","5",
"8212X","8212X - Memorandum Item","8212","1","5",
"8219","8219 - Other furniture and parts thereof, n.e.s.","821","0","4",
"82191","82191 - Furniture, n.e.s. of metal","8219","1","5",
"82192","82192 - Furniture, n.e.s. of wood","8219","1","5",
"82199","82199 - Furniture, n.e.s. of other materials; parts, n.e.s. of the furniture falling within heading 821.9","8219","1","5",
"8219X","8219X - Memorandum Item","8219","1","5",
"821X","821X - Memorandum Item","821","0","4",
"821XX","821XX - Memorandum Item","821X","1","5",
"82X","82X - Memorandum Item","82","0","3",
"82XX","82XX - Memorandum Item","82X","0","4",
"82XXX","82XXX - Memorandum Item","82XX","1","5",
"83","83 - Travel goods, handbags and similar containers","8","0","2",
"831","831 - Travel goods (e.g., trunks, suit-cases, hat-boxes, travelllng-bags, rucksacks), shopping bags, handbags, satchels, brief-cases, wallets, purses, toilet-cases, tool-cases, tobacco poaches, sheaths, cases, boxes (e.g. for arms, musical instruments,  binoculars, jewellery, bottles, collars, footwear, brushes) and similar containers, of leather, or of composition leather, of vulcanized fibre, of artificial plastic sheeting, of paperboard or of textile fabric","83","0","3",
"8310","8310 - Travel goods (e.g., trunks, suit-cases, hat-boxes, travelllng-bags, rucksacks), shopping bags, handbags, satchels, brief-cases, wallets, purses, toilet-cases, tool-cases, tobacco poaches, sheaths, cases, boxes (e.g. for arms, musical instruments,  binoculars, jewellery, bottles, collars, footwear, brushes) and similar containers, of leather, or of composition leather, of vulcanized fibre, of artificial plastic sheeting, of paperboard or of textile fabric","831","0","4",
"83101","83101 - Handbags (excluding those of wickerwork or basketwork)","8310","1","5",
"83102","83102 - Travel goods and toilet-cases","8310","1","5",
"83103","83103 - Satchels and brief-cases","8310","1","5",
"83109","83109 - Other similar containers, of leather of of composition leather, of vulcanized fibre, of artificial plastic sheeting, of paperboard or of textile fabric","8310","1","5",
"8310X","8310X - Memorandum Item","8310","1","5",
"831X","831X - Memorandum Item","831","0","4",
"831XX","831XX - Memorandum Item","831X","1","5",
"83X","83X - Memorandum Item","83","0","3",
"83XX","83XX - Memorandum Item","83X","0","4",
"83XXX","83XXX - Memorandum Item","83XX","1","5",
"84","84 - Articles of apparel and clothing accessories","8","0","2",
"842","842 - Outer garments, men's and boys of textile fabrics (other than knitted or crocheted goods)","84","0","3",
"8421","8421 - Overcoats and other coats (other than those of heading 842.91), men's and boys', of textile fabrics, other than knitted or crocheted","842","0","4",
"84211","84211 - ....of wool or fine animal hair","8421","1","5",
"84219","84219 - ....of other fibres","8421","1","5",
"8421X","8421X - Memorandum Item","8421","1","5",
"8422","8422 - Suits (other than those of heading 842.91), men's and boys', of textile fabrics, other than knitted or crocheted","842","0","4",
"84221","84221 - ....of wool or fine animal hair","8422","1","5",
"84222","84222 - ....of cotton","8422","1","5",
"84223","84223 - ....of man-made fibres","8422","1","5",
"84229","84229 - ....of other fibres","8422","1","5",
"8422X","8422X - Memorandum Item","8422","1","5",
"8423","8423 - Trousers, breeches and the like (other than those of heading 842.91), men's and boys', of textile fabrics, other than knitted or crocheted","842","0","4",
"84231","84231 - ....of wool or fine animal hair","8423","1","5",
"84232","84232 - ....of cotton","8423","1","5",
"84233","84233 - ....of man-made fibres","8423","1","5",
"84239","84239 - ....of other fibres","8423","1","5",
"8423X","8423X - Memorandum Item","8423","1","5",
"8424","8424 - Jackets, blazers and the like (other than those of heading 842.91), men's and boys' of textile fabrics, other than knitted or crocheted","842","0","4",
"84241","84241 - ....of wool or fine animal hair","8424","1","5",
"84242","84242 - ....of cotton","8424","1","5",
"84243","84243 - ....of man-made fibres","8424","1","5",
"84249","84249 - ....of other fibres","8424","1","5",
"8424X","8424X - Memorandum Item","8424","1","5",
"8429","8429 - 0ther outer garments, men's and boys', of textile fabrics, other than knitted or crocheted","842","0","4",
"84291","84291 - Outer garments, men's and boys', of the fabrics (other than knitted or crocheted) of headings 657.52, 657.33 and 657.39","8429","1","5",
"84292","84292 - Outer garments, men's and boys', n.e.s. of wool or fine animal hair, other than knitted or crocheted","8429","1","5",
"84293","84293 - Outer garments, men's and boys', n.e.s., of cotton, other than knitted or crocheted","8429","1","5",
"84294","84294 - Outer garments, men's and boys', n.e.s. of man-made fibres, other than knitted or crocheted","8429","1","5",
"84299","84299 - Outer' garments, men's and boys', n.e.s. of other fibres, other than knitted or crocheted","8429","1","5",
"8429X","8429X - Memorandum Item","8429","1","5",
"842X","842X - Memorandum Item","842","0","4",
"842XX","842XX - Memorandum Item","842X","1","5",
"843","843 - Outer garments, women's, girls' and infants', of textile fabrics (other than knitted or crocheted goods)","84","0","3",
"8431","8431 - Coats and jackets (other than those of heading 843.91), women's, girls' and infants', of textile fabrics, other than knitted or crocheted","843","0","4",
"84311","84311 - ....of wool or fine animal hair","8431","1","5",
"84312","84312 - ....of cotton","8431","1","5",
"84313","84313 - ....of man-made fibres","8431","1","5",
"84319","84319 - ....of other fibres","8431","1","5",
"8431X","8431X - Memorandum Item","8431","1","5",
"8432","8432 - Suits and costumes (other than those of heading 843.91), women's, girls' and infants', of textile fabrics, other than knitted or crocheted","843","0","4",
"84321","84321 - ....of wool, fine hair","8432","1","5",
"84322","84322 - ....of cotton","8432","1","5",
"84323","84323 - ....of man-made fibres","8432","1","5",
"84329","84329 - ....of other fibres","8432","1","5",
"8432X","8432X - Memorandum Item","8432","1","5",
"8433","8433 - Dresses (other than those of heading 843.91), women's, girls' and infants', of textile fabrics, other than knitted or crocheted","843","0","4",
"84331","84331 - ....of wool or fine animal hair","8433","1","5",
"84332","84332 - ....of cotton","8433","1","5",
"84333","84333 - ....of man-made fibres","8433","1","5",
"84339","84339 - ....of other fibres","8433","1","5",
"8433X","8433X - Memorandum Item","8433","1","5",
"8434","8434 - Skirts (other than those of heading 843.91), women's, girls' and infants', of textile fabrics, other than knitted or crocheted","843","0","4",
"84341","84341 - ....of wool or fine animal hair","8434","1","5",
"84342","84342 - ....of cotton","8434","1","5",
"84343","84343 - ....of man-made fibres","8434","1","5",
"84349","84349 - ....of other fibres","8434","1","5",
"8434X","8434X - Memorandum Item","8434","1","5",
"8435","8435 - Blouses (other than those of heading 843.91), women's, girls' and infants', of textile fabrics, other than knitted or crocheted","843","0","4",
"84351","84351 - ....of cotton","8435","1","5",
"84352","84352 - ....of man-made fibres","8435","1","5",
"84359","84359 - ....of other fibres","8435","1","5",
"8435X","8435X - Memorandum Item","8435","1","5",
"8439","8439 - Other outer garments, women's, girls' and infants', of textile fabrics, other than knitted or crocheted","843","0","4",
"84391","84391 - Outer garments, women's, girls' and infants', of the fabrics (other than knitted or crocheted) of headings 657.32, 657.33 and 657.39","8439","1","5",
"84392","84392 - Outer garments, women's, girls' and infants', n.e.s., of wool or fine animal hair, other than knitted or crocheted","8439","1","5",
"84393","84393 - Outer garments, women's, girls' and infants', n.e.s. of cotton, other than knitted or crocheted","8439","1","5",
"84394","84394 - Outer garments, women's, girls' and infants', n.e.s., of man-made fibres, other than knitted or crocheted","8439","1","5",
"84399","84399 - Outer garments, women's, girls' and infants', n.e.s. of other fibres, other than knitted or crocheted","8439","1","5",
"8439X","8439X - Memorandum Item","8439","1","5",
"843X","843X - Memorandum Item","843","0","4",
"843XX","843XX - Memorandum Item","843X","1","5",
"844","844 - Under garments of textile fabrics (other than knitted or crocheted)","84","0","3",
"8441","8441 - Under garments - Shirts, men's and boys' , of textile fabrics, other than knitted or crocheted","844","0","4",
"84411","84411 - ....of cotton","8441","1","5",
"84412","84412 - ....of synthetic fibres","8441","1","5",
"84419","84419 - ....of other fibres","8441","1","5",
"8441X","8441X - Memorandum Item","8441","1","5",
"8442","8442 - Under garments (excluding shirts but including collars, shirt fronts and cuffs), men's and boys', of textile fabrics, other than knitted or crocheted","844","0","4",
"84421","84421 - ....of cotton","8442","1","5",
"84422","84422 - ....of synthetic fibres","8442","1","5",
"84429","84429 - ....of other fibres","8442","1","5",
"8442X","8442X - Memorandum Item","8442","1","5",
"8443","8443 - Under garments, women's, girls' and infants', of textile fabrics, other than knitted or crocheted","844","0","4",
"84431","84431 - ....of cotton","8443","1","5",
"84432","84432 - ....of synthetic fibres","8443","1","5",
"84439","84439 - ....of other fibres","8443","1","5",
"8443X","8443X - Memorandum Item","8443","1","5",
"844X","844X - Memorandum Item","844","0","4",
"844XX","844XX - Memorandum Item","844X","1","5",
"845","845 - Outer garments and other articles, knitted or crocheted, not elastic nor rubberized","84","0","3",
"8451","8451 - Jerseys, pull-overs, slip-overs, twinsets, cardigans, bed-jackets and jumpers, knitted or crocheted, not elastic nor rubberized","845","0","4",
"84511","84511 - ....of wool or fine animal hair","8451","1","5",
"84512","84512 - ....of cotton","8451","1","5",
"84513","84513 - ....of synthetic fibres","8451","1","5",
"84514","84514 - ....of regenerated fibres","8451","1","5",
"84519","84519 - ....of other fibres","8451","1","5",
"8451X","8451X - Memorandum Item","8451","1","5",
"8452","8452 - Dresses, skirts, suits and costumes, women's, girls' and infants', knitted or crocheted, not elastic nor rubberized","845","0","4",
"84521","84521 - ....of wool or fine animal hair","8452","1","5",
"84522","84522 - ....of cotton","8452","1","5",
"84523","84523 - ....of synthetic fibres","8452","1","5",
"84524","84524 - ....of regenerated fibres","8452","1","5",
"84529","84529 - ....of other fibres","8452","1","5",
"8452X","8452X - Memorandum Item","8452","1","5",
"8459","8459 - Other outer garments and clothing accessories (other than gloves, stockings and the like), knitted or crocheted, not elastic nor rubberized","845","0","4",
"84591","84591 - ....of wool or fine animal hair","8459","1","5",
"84592","84592 - ....of cotton","8459","1","5",
"84593","84593 - ....of synthetic fibres","8459","1","5",
"84594","84594 - ....of regenerated fibres","8459","1","5",
"84599","84599 - ....of other fibres","8459","1","5",
"8459X","8459X - Memorandum Item","8459","1","5",
"845X","845X - Memorandum Item","845","0","4",
"845XX","845XX - Memorandum Item","845X","1","5",
"846","846 - Under garments, knitted or crocheted","84","0","3",
"8461","8461 - Under garments, knitted or crocheted, of wool or fine animal hair, not elastic nor rubberized","846","0","4",
"84611","84611 - Panty hose (tights), knitted or crocheted, of wool or fine animal hair, not elastic nor rubberized","8461","1","5",
"84619","84619 - Other under garments, knitted or crocheted, of wool or fine animal hair, not elastic nor rubberized","8461","1","5",
"8461X","8461X - Memorandum Item","8461","1","5",
"8462","8462 - Under garments, knitted or crocheted, of cotton, not elastic nor rubberized","846","0","4",
"84621","84621 - Under garments - shirts, men's and boys', knitted or crocheted, of cotton, not elastic nor rubberized","8462","1","5",
"84629","84629 - Other under garments, knitted or crocheted, of cotton, not elastic nor rubberized","8462","1","5",
"8462X","8462X - Memorandum Item","8462","1","5",
"8463","8463 - Under garments, knitted or crocheted, of synthetic fibres, not elastic nor rubberized","846","0","4",
"84631","84631 - Panty hose (tights), knitted or crocheted, of synthetic fibres, not elastic nor rubberized","8463","1","5",
"84632","84632 - Under garments - shirts, men's and boys', knitted or crocheted, of synthetic fibres, not elastic nor rubberized","8463","1","5",
"84633","84633 - Under garments (except shirts and foundation garments), men's and boys', knitted or crocheted, of synthetic fibres, not elastic nor rubberized","8463","1","5",
"84634","84634 - Under garments [except panty hose (tights) and foundation garments], women's, girls' and infants', knitted or crocheted, of synthetic fibres, not elastic nor rubberized","8463","1","5",
"8463X","8463X - Memorandum Item","8463","1","5",
"8464","8464 - Under garments, knitted or crocheted, of fibres other than wool, fine animal hair, cotton or synthetic fibres, not elastic nor  rubberized","846","0","4",
"84641","84641 - Under garments, knitted or crocheted, of regenerated fibres, not elastic nor rubberized","8464","1","5",
"84649","84649 - Under garments, knitted or crocheted, of other fibres, n.e.s., not elastic nor rubberized","8464","1","5",
"8464X","8464X - Memorandum Item","8464","1","5",
"8465","8465 - Corsets, corset-belts, suspender-belts, brassieres, braces, suspenders, garters and the like (including such articles of other than knitted or crocheted fabric), whether or not elastic","846","0","4",
"84651","84651 - Brassieres","8465","1","5",
"84652","84652 - Corsets, corset-belts, suspender-belts, braces, suspenders, garters and the like","8465","1","5",
"8465X","8465X - Memorandum Item","8465","1","5",
"846X","846X - Memorandum Item","846","0","4",
"846XX","846XX - Memorandum Item","846X","1","5",
"847","847 - Clothing accessories, of textile fabrics, n.e.s.","84","0","3",
"8471","8471 - Clothing accessories, of textile fabrics (other than knitted or crocheted goods)","847","0","4",
"84711","84711 - Handkerchiefs","8471","1","5",
"84712","84712 - Shawls, scarves, mufflers, mantillas, veils and the like, of textile fabrics, other than knitted or crocheted","8471","1","5",
"84713","84713 - Ties, bow ties and cravats, of textile fabrics, other than knitted or crocheted","8471","1","5",
"84714","84714 - Gloves, mittens, stockings, socks and sockettes, of textile fabrics, not being knitted or crocheted goods","8471","1","5",
"84719","84719 - Made up acceseories n.e.s., for articles of apparel, of textile fabrics, other' than knitted or crocheted","8471","1","5",
"8471X","8471X - Memorandum Item","8471","1","5",
"8472","8472 - Clothing accessories, knitted or crocheted, n.e.s.","847","0","4",
"84721","84721 - Gloves, mittens and mitts, knitted or crocheted, not elastic nor rubberized","8472","1","5",
"84722","84722 - Stockings, under stocking, socks, ankle-socks, sockettes and the like [not including panty hose (tights)], knitted or crocheted, not elastic nor rubberized","8472","1","5",
"84723","84723 - Articles, n.e.s. of knitted or crocheted fabric, elastic or rubberized (including elastic kneecaps and elastic stockings)","8472","1","5",
"8472X","8472X - Memorandum Item","8472","1","5",
"847X","847X - Memorandum Item","847","0","4",
"847XX","847XX - Memorandum Item","847X","1","5",
"848","848 - Articles of apparml and clothing accessories, of leather or of composition leather","84","0","3",
"8481","8481 - Articles of apparel and clothing accessories, for all purposes (including gloves) of artificial plastic materials or of rubber","848","1","4",
"8482","8482 - Articles of apparel, clothing accessories of plastic or rubber","848","0","4",
"84821","84821 - ....of artificial plastic materials, including gloves","8482","1","5",
"84822","84822 - ....of unhardened vulcanized rubber, including gloves","8482","1","5",
"8482X","8482X - Memorandum Item","8482","1","5",
"8483","8483 - Fur clothing (not including headgear) and other articles made of furskins; artificial fur and articles made thereof","848","0","4",
"84831","84831 - Articles of furskin, n.e.s.","8483","1","5",
"84832","84832 - Artificial fur and articles made thereof, n.e.s.","8483","1","5",
"8483X","8483X - Memorandum Item","8483","1","5",
"8484","8484 - Headgear and fitting thereof, n.e.s.","848","0","4",
"84841","84841 - Felt hats and other felt headgear, (being headgear made from the felt hoods and plateaux falling within heading 657.61), whether or not lined or trimmed","8484","1","5",
"84842","84842 - Hats and other headgear, plaited or made from plaited or other strips of any material, whether or not lined or trimmed","8484","1","5",
"84843","84843 - ats and other headgear, (including hair nets), knitted or crocheted, or made up from lace, felt or other textile fabric in the piece (but not from strips), whether or not lined or trimmed","8484","1","5",
"84848","84848 - Head-bands, linings, covers, hat foundations, hat frames (including spring frames for opera hats), peaks and chinstraps, for headgear","8484","1","5",
"84849","84849 - Other headgear, whether or not lined or trimmed","8484","1","5",
"8484X","8484X - Memorandum Item","8484","1","5",
"848X","848X - Memorandum Item","848","0","4",
"848XX","848XX - Memorandum Item","848X","1","5",
"84X","84X - Memorandum Item","84","0","3",
"84XX","84XX - Memorandum Item","84X","0","4",
"84XXX","84XXX - Memorandum Item","84XX","1","5",
"85","85 - Footwear","8","0","2",
"851","851 - Footwear","85","0","3",
"8510","8510 - Footwear","851","0","4",
"85101","85101 - Footwear with outer soles and uppers of rubber or artificial plastic material","8510","1","5",
"85102","85102 - Footwear with outer soles of leather or composition leather; footwear (other than footwear falling within heading 851.01) with outer soles of lubber or artificial plastic material","8510","1","5",
"85103","85103 - Footwear with outer soles of wood or cork","8510","1","5",
"85104","85104 - Footwear with outer soles of other materials","8510","1","5",
"85105","85105 - Gaiters, spats, leggings, puttees, cricket pads, shln-guards and similar articles, and parts thereof","8510","1","5",
"8510X","8510X - Memorandum Item","8510","1","5",
"851X","851X - Memorandum Item","851","0","4",
"851XX","851XX - Memorandum Item","851X","1","5",
"85X","85X - Memorandum Item","85","0","3",
"85XX","85XX - Memorandum Item","85X","0","4",
"85XXX","85XXX - Memorandum Item","85XX","1","5",
"87","87 - Professional, scientific and controlling instruments and apparatus, n.e.s.","8","0","2",
"871","871 - Optical instruments and apparatus","87","0","3",
"8710","8710 - Optical instruments and apparatus","871","0","4",
"87101","87101 - Refracting telescopes (monocular and binocular), prismatic or not, n.e.s.","8710","1","5",
"87102","87102 - Astronomical instruments, n.e.s. (e.g., reflecting telescopes, transit instruments and equatorial telescopes), and mountings therefor, but not including instruments for radio-astronomy","8710","1","5",
"87103","87103 - Microscopes and diffraction apparatus, electron and proton","8710","1","5",
"87104","87104 - Compound optical microscopes, whether or not provided with means for photographing or projecting the image","8710","1","5",
"87109","87109 - Optical appliances and instruments (but not including lighting appliances other than searchlights or spotlights), n.e.s.","8710","1","5",
"8710X","8710X - Memorandum Item","8710","1","5",
"871X","871X - Memorandum Item","871","0","4",
"871XX","871XX - Memorandum Item","871X","1","5",
"872","872 - Medical instruments and appliances, n.e.s.","87","0","3",
"8720","8720 - Medical instruments and appliances, n.e.s.","872","0","4",
"87201","87201 - Dental instruments and appliances","8720","1","5",
"87202","87202 - Medical, surgical and veterinary instruments (including ophthalmic instruments) and appliances (other than electro-medical apparatus)","8720","1","5",
"87203","87203 - Mechano-therapy appliances; massage apparatus); psychological aptitude-testing apparatus; artificial respiration, ozone therapy, oxygen therapy, aerosol therapy or similar apparatus; breathing appliances (including gas masks and similar respirators)","8720","1","5",
"8720X","8720X - Memorandum Item","8720","1","5",
"872X","872X - Memorandum Item","872","0","4",
"872XX","872XX - Memorandum Item","872X","1","5",
"873","873 - Meters and counters, n.e.s.","87","0","3",
"8731","8731 - Gas, liquid and electricity supply or production meters; calibrating meters therefor","873","1","4",
"8732","8732 - Revolution counters, production counters, taximeters, mileomaters, pedometers and the like, speed indicators (including magnetic speed indicators) and tachometers (other than articles falling within heading 874.1), non-eleetrical; stroboscopes","873","1","4",
"873X","873X - Memorandum Item","873","0","4",
"873XX","873XX - Memorandum Item","873X","1","5",
"874","874 - Measuring, checking, analysing and controlling instruments and apparatus, n.e.s.; parts and accessories, n.e.s. of the  instruments end apparatus of groups 873 and 874","87","0","3",
"8741","8741 - Surveying (including photegrammetrical surveying), hydrographic, navigational, meteorological, hydrological geophysical instruments, nonelectrical; compasses; rangefinders (excluding radar apparatus)","874","0","4",
"87411","87411 - Navigational instruments, non-electrlcal; compasses (direction finding)","8741","1","5",
"87412","87412 - Surveying (including photogrammetrical surveying), hydrographic, meteorological, hydrological and geophysical instruments, non-electrical; range-finders (excluding radar apparatus)","8741","1","5",
"8741X","8741X - Memorandum Item","8741","1","5",
"8742","8742 - Drawing, marking-out and mathematical calculating instruments, drafting machines, pantographs, slide rules, disc calculators and the like; measuring or checking instruments, appliances and machines, non-electrlcal, n.e.s., (e.g., micrometers, callipers, gauges, measuring rods, balancing machines); profile projectors; parts and accessories thereof, n.e.s.","874","0","4",
"87421","87421 - Drawing, marking-out and mathematical calculating instruments, drafting machines, pantographs, slide rules, disc calculators and the like; measuring or checking instruments, appliances and machines, non-electrlcal, n.e.s., (e.g., micrometers, callipers, gauges, measuring rods, balancing machines); profile projectors","8742","1","5",
"87429","87429 - Parts, n.e.s. of and accessories for the instruments, appliances and machines falling within heading 874.21","8742","1","5",
"8742X","8742X - Memorandum Item","8742","1","5",
"8743","8743 - Instruments and apparatus, non-electrical, for measuring, checking or automatically controlling the flow, depth, pressure or other variables of liquids or gases, or for automatically controlling temperature (e.g., pressure gauges, thermostats, level gauges, flow meters, heat meters, automatic oven-draught regulators), not being articles falling within heading 874.1","874","1","4",
"8744","8744 - Instruments and apparatus (other them mechanical or electrical) for physical or chemical analysis (such as polarimeters, refractometers, spectrometers, gas analysis apparatus); instruments and apparatus for measuring oor checking viscosity, porosity, expansion, surface tension or the like (such as viscometers, porosimeters, expansion meters); instruments and apparatus for measuring or checking quantities of heat, light or sound [such as photometers (including exposure meters), calorimeters]; microtomes","874","1","4",
"8745","8745 - Measuring, controlling and scientific instruments, n.e.s.","874","0","4",
"87451","87451 - Balances, non-electric, of a sensitivity of 5 cg or better, wlth or without their weights","8745","1","5",
"87452","87452 - Instruments, apparatus or models, designed solely for demonstrational purposes (e.g., in education or exhibition), unsuitable for other uses","8745","1","5",
"87453","87453 - Machines and appliances, non-electrical, for testing mechanically the hardness, strength, compressibility, elasticity and like properties of industrial materials (e.g., metals, wood, textiles, paper or plastics)","8745","1","5",
"87454","87454 - Hydrometers and similar instruments; thermometers, pyrometers, barometers, hygrometers, psychrometers, recording or not, non-electric; any combination of these instruments","8745","1","5",
"8745X","8745X - Memorandum Item","8745","1","5",
"8748","8748 - Electrical (or electronic) measuring, checking, analysing or automatically controlling instruments and apparatus, n.e.s.","874","0","4",
"87481","87481 - Electronic automatic regulators (controllers)","8748","1","5",
"87482","87482 - Electronic instruments and apparatus for measuring or detecting ionizing radiations","8748","1","5",
"87483","87483 - Other electronic measuring, checking, analysing or automatically contzolling instruments and apparatus","8748","1","5",
"87484","87484 - Electro-mechanlcal (non-electronlc) automatic regulators (control units)","8748","1","5",
"87489","87489 - Other electrical (non-electronic) measuring, checking, analysing or automatically controlling instruments and apparatus, n.e.s.","8748","1","5",
"8748X","8748X - Memorandum Item","8748","1","5",
"8749","8749 - Parts, n.e.s. of and accessories suitable for use solely or principally with one or more of the articles falling within heading 873, 874.3, 874.54 or 874.8","874","1","4",
"874X","874X - Memorandum Item","874","0","4",
"874XX","874XX - Memorandum Item","874X","1","5",
"87X","87X - Memorandum Item","87","0","3",
"87XX","87XX - Memorandum Item","87X","0","4",
"87XXX","87XXX - Memorandum Item","87XX","1","5",
"88","88 - Photographic equipment and supplies and optical goods, n.e.s.; watches and clocks","8","0","2",
"881","881 - Photographic apparatus and equipment, n.e.s.","88","0","3",
"8811","8811 - Photographic cameras (other than cinematographic); flashlight apparatus; parts and accessories thereof, n.e.s.","881","0","4",
"88111","88111 - Photographic cameras (other than cinematographic)","8811","1","5",
"88112","88112 - Photographic flashlight apparatus","8811","1","5",
"88119","88119 - Parts, n.e.s. of and accessories for the cameras and flashlight apparatus falling within heading 881.1","8811","1","5",
"8811X","8811X - Memorandum Item","8811","1","5",
"8812","8812 - Cinematographic cameras, projectors, sound recorders and sound reproducers; any combination of these articles; parts and accessories thereof, n.e.s.","881","0","4",
"88121","88121 - Cinematographie cameras, projectors, sound recorders and sound reproducers, combined or not, for film of less than 16 mm width (including cameras for doubie-8 mm film)","8812","1","5",
"88122","88122 - Cinematographic cameras, projectors, sound recorders and reproducers, combined or not, for film of 16 mm width or greater (excluding cameras for double-8 mm film)","8812","1","5",
"88129","88129 - Parts, n.e.s. of and accessories for the cinematographic cameras, projectors, sound recorders and sound reproducers falling within heading 881.2","8812","1","5",
"8812X","8812X - Memorandum Item","8812","1","5",
"8813","8813 - Photographic and cinematographic apparatus and equipment, n.e.s.","881","0","4",
"88131","88131 - Image projectors (other than clnematographic projectors); photographic (except cinematographic) enlargers and reducers","8813","1","5",
"88139","88139 - Apparatus and equipment of a kind used in photographic or cinematographic laboratories, n.e.s.; screens for projectors","8813","1","5",
"8813X","8813X - Memorandum Item","8813","1","5",
"881X","881X - Memorandum Item","881","0","4",
"881XX","881XX - Memorandum Item","881X","1","5",
"882","882 - Photographic and cinematographic supplies","88","0","3",
"8821","8821 - Chemical products and flashlight materials for use in photography","882","1","4",
"8822","8822 - Photographic film, plates and paper, whether or not exposed, and developed plates and film (other than cinematograph film)","882","0","4",
