cmdCode,descriptionOriginal,id,text,parent,isLeaf,aggrlevel
"0362","Crustaceans, other than frozen, including flours, meals and pellets of crustaceans, fit for human consumption","0362","0362 - Crustaceans, other than frozen, including flours, meals and pellets of crustaceans, fit for human consumption","036","1","4",
"0363","Molluscs and aquatic invertebrates, fresh, chilled, frozen, dried, salted or in brine; flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption","0363","0363 - Molluscs and aquatic invertebrates, fresh, chilled, frozen, dried, salted or in brine; flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption","036","0","4",
"03631","Oysters","03631","03631 - Oysters","0363","1","5",
"03633","Cuttlefish, octopus and squid, fresh or chilled","03633","03633 - Cuttlefish, octopus and squid, fresh or chilled","0363","1","5",
"03635","Other molluscs and aquatic invertebrates, fresh or chilled","03635","03635 - Other molluscs and aquatic invertebrates, fresh or chilled","0363","1","5",
"03637","Cuttlefish, octopus and squid, frozen, dried, salted or in brine; flours, meals and pellets thereof, fit for human consumption","03637","03637 - Cuttlefish, octopus and squid, frozen, dried, salted or in brine; flours, meals and pellets thereof, fit for human consumption","0363","1","5",
"03639","Other molluscs and aquatic invertebrates, frozen, dried, salted or in brine, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption","03639","03639 - Other molluscs and aquatic invertebrates, frozen, dried, salted or in brine, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption","0363","1","5",
"0363X","Memorandum Item","0363X","0363X - Memorandum Item","0363","1","5",
"036X","Memorandum Item","036X","036X - Memorandum Item","036","0","4",
"036XX","Memorandum Item","036XX","036XX - Memorandum Item","036X","1","5",
"037","Fish, crustaceans and molluscs, prepared or preserved, n.e.s.","037","037 - Fish, crustaceans and molluscs, prepared or preserved, n.e.s.","03","0","3",
"0371","Fish, prepared or preserved, n.e.s. including caviar and caviar substitutes)","0371","0371 - Fish, prepared or preserved, n.e.s. including caviar and caviar substitutes)","037","1","4",
"03711","Salmon, whole or in pieces, but not minced","03711","03711 - Salmon, whole or in pieces, but not minced","0371","1","5",
"03712","Herrings, sardines, sardinella and brislings or sprats, whole or in pieces, but not minced","03712","03712 - Herrings, sardines, sardinella and brislings or sprats, whole or in pieces, but not minced","0371","1","5",
"03713","Tunas, skipjack and Atlantic bonito (Sarda spp.), whole or in pieces, but not minced","03713","03713 - Tunas, skipjack and Atlantic bonito (Sarda spp.), whole or in pieces, but not minced","0371","1","5",
"03714","Mackerel, whole or in pieces, but not minced","03714","03714 - Mackerel, whole or in pieces, but not minced","0371","1","5",
"03715","Other fish, whole or in pieces, but not minced","03715","03715 - Other fish, whole or in pieces, but not minced","0371","1","5",
"03716","Other fish, prepared or preserved, n.e.s.","03716","03716 - Other fish, prepared or preserved, n.e.s.","0371","1","5",
"03717","Caviar and caviar substitutes prepared from fish eggs","03717","03717 - Caviar and caviar substitutes prepared from fish eggs","0371","1","5",
"0371X","Memorandum Item","0371X","0371X - Memorandum Item","0371","1","5",
"0372","Crustaceans and molluscs, prepared or preserved, n.e.s.","0372","0372 - Crustaceans and molluscs, prepared or preserved, n.e.s.","037","1","4",
"03721","Crustaceans, prepared or preserved, n.e.s.","03721","03721 - Crustaceans, prepared or preserved, n.e.s.","0372","1","5",
"03722","Molluscs and other aquatic invertebrates, prepared or preserved, n.e.s.","03722","03722 - Molluscs and other aquatic invertebrates, prepared or preserved, n.e.s.","0372","1","5",
"0372X","Memorandum Item","0372X","0372X - Memorandum Item","0372","1","5",
"037X","Memorandum Item","037X","037X - Memorandum Item","037","0","4",
"037XX","Memorandum Item","037XX","037XX - Memorandum Item","037X","1","5",
"03X","Memorandum Item","03X","03X - Memorandum Item","03","0","3",
"03XX","Memorandum Item","03XX","03XX - Memorandum Item","03X","0","4",
"03XXX","Memorandum Item","03XXX","03XXX - Memorandum Item","03XX","1","5",
"04","Cereals and cereal preparations","04","04 - Cereals and cereal preparations","0","0","2",
"041","Wheat  including spelt   and meslin, unmilled","041","041 - Wheat  including spelt   and meslin, unmilled","04","0","3",
"0410","Wheat and meslin,unmilled","0410","0410 - Wheat and meslin,unmilled","041","1","4",
"0411","Durum wheat, unmilled","0411","0411 - Durum wheat, unmilled","041","1","4",
"0412","Other wheat (including spelt) and meslin, unmilled","0412","0412 - Other wheat (including spelt) and meslin, unmilled","041","1","4",
"041X","Memorandum Item","041X","041X - Memorandum Item","041","0","4",
"041XX","Memorandum Item","041XX","041XX - Memorandum Item","041X","1","5",
"042","Rice","042","042 - Rice","04","0","3",
"0421","Rice in the husk or not,not further prepared","0421","0421 - Rice in the husk or not,not further prepared","042","1","4",
"04211","Rice in the husk (paddy or rough rice)","04211","04211 - Rice in the husk (paddy or rough rice)","0421","1","5",
"04212","Rice husked, but not further prepared (cargo rice or brown rice)","04212","04212 - Rice husked, but not further prepared (cargo rice or brown rice)","0421","1","5",
"0421X","Memorandum Item","0421X","0421X - Memorandum Item","0421","1","5",
"0422","Rice,glazed or polished,not further prepared","0422","0422 - Rice,glazed or polished,not further prepared","042","1","4",
"04221","Rice, semi-milled or wholly milled, whether or not polished or glazed (including parboiled rice; excluding broken rice)","04221","04221 - Rice, semi-milled or wholly milled, whether or not polished or glazed (including parboiled rice; excluding broken rice)","0422","1","5",
"04222","Broken rice","04222","04222 - Broken rice","0422","1","5",
"0422X","Memorandum Item","0422X","0422X - Memorandum Item","0422","1","5",
"0423","Rice, semi-milled or wholly milled, whether or not polished, glazed, parboiled or converted (including broken rice)","0423","0423 - Rice, semi-milled or wholly milled, whether or not polished, glazed, parboiled or converted (including broken rice)","042","0","4",
"04231","Rice, semi-milled or wholly milled, whether or not polished, glazed, parboiled or converted (excluding broken rice)","04231","04231 - Rice, semi-milled or wholly milled, whether or not polished, glazed, parboiled or converted (excluding broken rice)","0423","1","5",
"04232","Broken rice","04232","04232 - Broken rice","0423","1","5",
"0423X","Memorandum Item","0423X","0423X - Memorandum Item","0423","1","5",
"042X","Memorandum Item","042X","042X - Memorandum Item","042","0","4",
"042XX","Memorandum Item","042XX","042XX - Memorandum Item","042X","1","5",
"043","Barley, unmilled","043","043 - Barley, unmilled","04","0","3",
"0430","Barley,unmilled","0430","0430 - Barley,unmilled","043","1","4",
"043X","Memorandum Item","043X","043X - Memorandum Item","043","0","4",
"043XX","Memorandum Item","043XX","043XX - Memorandum Item","043X","1","5",
"044","Maize  corn   unmilled","044","044 - Maize  corn   unmilled","04","0","3",
"0440","Maize (corn),unmilled","0440","0440 - Maize (corn),unmilled","044","1","4",
"0441","....seed","0441","0441 - ....seed","044","1","4",
"0449","....other","0449","0449 - ....other","044","1","4",
"044X","Memorandum Item","044X","044X - Memorandum Item","044","0","4",
"044XX","Memorandum Item","044XX","044XX - Memorandum Item","044X","1","5",
"045","Cereals,unmilled excl.wheat,rice,barley & maize","045","045 - Cereals,unmilled excl.wheat,rice,barley & maize","04","0","3",
"0451","Rye,unmilled","0451","0451 - Rye,unmilled","045","1","4",
"0452","Oats,unmilled","0452","0452 - Oats,unmilled","045","1","4",
"0453","Grain sorghum, unmilled","0453","0453 - Grain sorghum, unmilled","045","1","4",
"0459","Cereals,unmilled,nes","0459","0459 - Cereals,unmilled,nes","045","1","4",
"04591","Millet, unmilled","04591","04591 - Millet, unmilled","0459","1","5",
"04592","Sorghum, unmilled","04592","04592 - Sorghum, unmilled","0459","1","5",
"04593","Canary seed, unmilled","04593","04593 - Canary seed, unmilled","0459","1","5",
"04599","Other cereals, unmilled, n.e.s.","04599","04599 - Other cereals, unmilled, n.e.s.","0459","1","5",
"0459X","Memorandum Item","0459X","0459X - Memorandum Item","0459","1","5",
"045X","Memorandum Item","045X","045X - Memorandum Item","045","0","4",
"045XX","Memorandum Item","045XX","045XX - Memorandum Item","045X","1","5",
"046","Meal and flour of wheat or of meslin","046","046 - Meal and flour of wheat or of meslin","04","0","3",
"0460","Meal and flour of wheat or of meslin","0460","0460 - Meal and flour of wheat or of meslin","046","0","4",
"04601","Flour of wheat or of meslin","04601","04601 - Flour of wheat or of meslin","0460","1","5",
"04602","Meal & groats of wheat or of meslin","04602","04602 - Meal & groats of wheat or of meslin","0460","1","5",
"0460X","Memorandum Item","0460X","0460X - Memorandum Item","0460","1","5",
"0461","Flour of wheat or of meslin","0461","0461 - Flour of wheat or of meslin","046","1","4",
"0462","Groats, meal and pellets, of wheat","0462","0462 - Groats, meal and pellets, of wheat","046","1","4",
"046X","Memorandum Item","046X","046X - Memorandum Item","046","0","4",
"046XX","Memorandum Item","046XX","046XX - Memorandum Item","046X","1","5",
"047","Meal & flour of cereals,except wheat/meslin","047","047 - Meal & flour of cereals,except wheat/meslin","04","0","3",
"0470","Meal & flour of cereals exc.wheat or meslin","0470","0470 - Meal & flour of cereals exc.wheat or meslin","047","0","4",
"04701","Cereal flours exc.of wheat or of meslin","04701","04701 - Cereal flours exc.of wheat or of meslin","0470","1","5",
"04702","Cereal meal & groats exc. Of wheat or meslin","04702","04702 - Cereal meal & groats exc. Of wheat or meslin","0470","1","5",
"0470X","Memorandum Item","0470X","0470X - Memorandum Item","0470","1","5",
"0471","Cereal flours (other than of wheat or meslin)","0471","0471 - Cereal flours (other than of wheat or meslin)","047","0","4",
"04711","Maize (corn) flour","04711","04711 - Maize (corn) flour","0471","1","5",
"04719","Other flours","04719","04719 - Other flours","0471","1","5",
"0471X","Memorandum Item","0471X","0471X - Memorandum Item","0471","1","5",
"0472","Cereal groats, meal and pellets (other than of wheat)","0472","0472 - Cereal groats, meal and pellets (other than of wheat)","047","0","4",
"04721","Groats and meal of maize (corn)","04721","04721 - Groats and meal of maize (corn)","0472","1","5",
"04722","Groats and meal of other cereals","04722","04722 - Groats and meal of other cereals","0472","1","5",
"04723","Pellets","04723","04723 - Pellets","0472","1","5",
"04729","Pellets of cereals other than wheat","04729","04729 - Pellets of cereals other than wheat","0472","1","5",
"0472X","Memorandum Item","0472X","0472X - Memorandum Item","0472","1","5",
"047X","Memorandum Item","047X","047X - Memorandum Item","047","0","4",
"047XX","Memorandum Item","047XX","047XX - Memorandum Item","047X","1","5",
"048","Cereal preps & preps of flour of fruits & vegs","048","048 - Cereal preps & preps of flour of fruits & vegs","04","0","3",
"0481","Cereal grains,flaked,pearled","0481","0481 - Cereal grains,flaked,pearled","048","0","4",
"04811","Cereal grains,rolled,flaked,polished","04811","04811 - Cereal grains,rolled,flaked,polished","0481","1","5",
"04812","Prep.foods obt. By roasting of cereal grains","04812","04812 - Prep.foods obt. By roasting of cereal grains","0481","1","5",
"04813","Other rolled or flaked cereal grains, except rice of subgroup 042.3","04813","04813 - Other rolled or flaked cereal grains, except rice of subgroup 042.3","0481","1","5",
"04814","Other worked cereal grains (e.g., hulled, pearled, clipped, sliced or kibbled), except rice of subgroup 042.3","04814","04814 - Other worked cereal grains (e.g., hulled, pearled, clipped, sliced or kibbled), except rice of subgroup 042.3","0481","1","5",
"04815","Germ of cereals, whole, rolled, flaked or ground","04815","04815 - Germ of cereals, whole, rolled, flaked or ground","0481","1","5",
"0481X","Memorandum Item","0481X","0481X - Memorandum Item","0481","1","5",
"0482","Malt including malt flour","0482","0482 - Malt including malt flour","048","1","4",
"0483","Macaroni,spaghetti,noodles,vermicelli etc.","0483","0483 - Macaroni,spaghetti,noodles,vermicelli etc.","048","1","4",
"0484","Bakery products","0484","0484 - Bakery products","048","0","4",
"04841","Bread,ships biscuits & other bakers wares","04841","04841 - Bread,ships biscuits & other bakers wares","0484","1","5",
"04842","Pastry,biscuits,cakes & fine bakers wares","04842","04842 - Pastry,biscuits,cakes & fine bakers wares","0484","1","5",
